popden,hospitals,entertainment,monuments,schools,rent,lat,lon
24642,1,0,0,0,"14,000",17.268597802773908,78.28919284615789
22067,1,1,0,0,"16,000",17.26886291226123,78.45894605594458
11500,3,0,0,0,"11,000",17.56584713818069,78.4376191573365
19674,4,0,0,1,"16,000",17.291998173527354,78.41240923790845
22067,3,1,0,0,"14,000",17.484903076647054,78.52332173975043
11500,1,3,0,0,"30,000",17.31953037356812,78.4707434452926
19674,5,0,0,1,"16,000",17.228015635366432,78.51223838133676
22067,1,1,0,0,"14,000",17.37309631165901,78.52481218324203
22067,1,0,0,1,"14,000",17.425009581480552,78.21651431676533
22067,1,1,0,1,"16,000",17.28341015442242,78.31755201873553
24642,1,1,0,1,"14,000",17.508126865259772,78.23189908605694
22067,1,0,1,0,"14,000",17.26679919039483,78.53086170710047
22067,5,3,0,0,"30,000",17.25545766679175,78.20196107624889
22067,4,0,1,1,"16,000",17.528781892420174,78.59878514413317
13289,1,3,0,1,"30,000",17.23181574470809,78.33927854160316
13289,5,0,0,1,"11,000",17.481337133001944,78.60730717788812
19674,3,0,0,0,"22,000",17.321488956066617,78.4714377511177
22067,1,1,0,1,"22,000",17.346727224301475,78.60359325005045
19674,5,0,0,1,"11,000",17.206495018187766,78.6061536473678
13289,1,1,0,1,"22,000",17.276210524891574,78.54212859088884
24642,1,0,0,1,"22,000",17.444283913130608,78.47656353718914
11500,4,0,0,1,"22,000",17.375839894652525,78.33361814949828
22067,3,0,1,0,"22,000",17.49961810200259,78.44542956501041
19674,3,3,0,1,"14,000",17.41693120617877,78.43352057081286
19674,1,0,0,0,"30,000",17.549393381844396,78.68212486894515
22067,1,3,0,0,"30,000",17.51989472801371,78.62293379144322
24642,5,0,0,1,"14,000",17.433568914810003,78.33613801900654
24642,1,0,0,1,"14,000",17.539358963028274,78.43850858137215
13289,3,1,0,1,"22,000",17.28542911362515,78.49024118385599
24642,5,3,0,0,"22,000",17.319631078635265,78.28461303346708
11500,5,3,0,0,"11,000",17.432583943945797,78.31834673626008
24642,4,1,0,1,"16,000",17.49581533970828,78.30268358519926
13289,1,3,0,1,"30,000",17.24531546943522,78.43370992853528
19674,5,1,0,0,"16,000",17.324608766538095,78.24345935115177
11500,3,0,1,0,"11,000",17.403216385252716,78.57425272141394
19674,1,3,0,1,"22,000",17.24684204295156,78.23595857946023
19674,5,3,0,1,"30,000",17.252490355066584,78.51305265669984
13289,5,1,1,1,"22,000",17.345486278391256,78.48446276327894
22067,4,0,0,1,"22,000",17.44859220558879,78.68196885167
24642,1,1,0,0,"22,000",17.303174455938148,78.58508450807349
24642,3,3,0,1,"11,000",17.560051078846627,78.32578286967909
24642,1,0,0,1,"14,000",17.43446048513379,78.63054669537354
19674,1,1,0,0,"16,000",17.54058511038377,78.44092306969286
13289,3,3,0,1,"11,000",17.352728288876666,78.2434781231
22067,1,3,0,1,"11,000",17.426400124107033,78.24979690290112
24642,4,0,0,0,"30,000",17.591809768999457,78.24588908133941
11500,3,1,1,0,"14,000",17.486720499903104,78.64771969440295
24642,1,0,0,1,"22,000",17.42721654297509,78.22538411528423
22067,4,1,0,1,"11,000",17.23381125847291,78.69597463240412
24642,1,0,0,1,"11,000",17.29782246115813,78.47276658903428
24642,3,0,0,1,"16,000",17.433436233908523,78.26371331684454
13289,3,3,0,1,"16,000",17.503869802932314,78.58191247034745
24642,5,0,1,0,"14,000",17.5541826763569,78.4937998736854
19674,3,0,0,0,"22,000",17.243411714442505,78.21335145902708
11500,4,0,0,1,"11,000",17.4699371679251,78.20275575176423
13289,1,3,0,0,"22,000",17.50953421068414,78.46880897511716
19674,4,0,0,1,"16,000",17.2947743807904,78.54523403715496
22067,4,0,1,0,"14,000",17.358406167063695,78.24455548537864
11500,1,1,0,0,"11,000",17.302794599583443,78.60125848613569
19674,1,0,0,0,"14,000",17.448880803670516,78.52543563051755
13289,3,1,0,0,"22,000",17.33508994286789,78.55739897397176
11500,4,0,1,1,"22,000",17.287928728544742,78.35690531544014
13289,3,3,0,1,"16,000",17.5615245057405,78.4915483348916
13289,3,0,0,1,"16,000",17.548165013386175,78.39590237493404
24642,3,1,0,0,"14,000",17.464345003198424,78.62139009960381
13289,4,0,0,1,"22,000",17.47667315071232,78.22169696948049
11500,4,0,0,1,"14,000",17.53408448374358,78.37859405218008
22067,5,1,0,0,"11,000",17.294227183596913,78.54556579515481
11500,3,0,0,1,"30,000",17.39504572601758,78.39802967408372
11500,5,1,0,1,"11,000",17.50844179349645,78.36429905242181
22067,4,0,0,1,"16,000",17.26460510025871,78.56229450198855
11500,4,3,1,1,"16,000",17.476745934944674,78.66763109178291
11500,5,3,0,1,"30,000",17.592888500473787,78.22304442023143
22067,1,3,1,0,"11,000",17.495603222143444,78.66714485203983
11500,5,1,0,0,"14,000",17.3019700455251,78.32292432462921
13289,3,0,0,1,"22,000",17.447614719722118,78.54457938596403
19674,1,0,0,0,"11,000",17.556557510590988,78.42928670391737
13289,5,3,0,1,"22,000",17.225836740258174,78.45668733292932
13289,5,0,1,0,"14,000",17.294669616351715,78.23233146098613
11500,3,0,0,1,"11,000",17.266151891721666,78.35660884839304
19674,5,1,0,0,"22,000",17.49840683416521,78.20595116779403
24642,3,1,0,0,"11,000",17.450349417411932,78.21508204382843
11500,1,0,0,0,"16,000",17.53729325381676,78.47980173413569
22067,3,0,1,0,"16,000",17.514836280020393,78.20851518628055
22067,5,0,1,1,"11,000",17.51621549819849,78.68469000840618
22067,1,3,1,0,"30,000",17.575675844898786,78.57856068053208
19674,1,1,0,1,"11,000",17.512718806875252,78.39912002209235
19674,1,0,0,1,"11,000",17.423098485223697,78.62171110339045
19674,4,0,1,0,"30,000",17.43850699496672,78.66342152481853
22067,3,0,0,0,"22,000",17.487810564467182,78.34706358110608
22067,4,1,0,1,"11,000",17.507930756837432,78.27361094245465
19674,1,0,0,1,"30,000",17.264226827879067,78.66134820810949
11500,4,0,0,1,"16,000",17.562043508474012,78.67011117252092
24642,5,0,0,0,"16,000",17.364940341189346,78.60108463106049
11500,3,3,0,0,"30,000",17.238541426049025,78.34349414852994
22067,4,0,0,1,"16,000",17.36810036393128,78.63569503731281
11500,5,0,0,1,"14,000",17.216113976248508,78.33205365095883
22067,1,0,1,1,"22,000",17.335395868805747,78.60681318020156
11500,4,0,1,0,"16,000",17.301507328058015,78.61509971757964
22067,5,1,0,1,"30,000",17.56958053358387,78.33962960216083
24642,1,1,0,0,"30,000",17.247615090210548,78.23819813916897
13289,1,0,0,0,"22,000",17.360240326252292,78.61965031440508
24642,1,0,0,0,"22,000",17.514150277220907,78.61694874899769
13289,1,0,0,1,"22,000",17.228042674750892,78.310197106797
13289,1,0,0,1,"22,000",17.522648510475737,78.50768792904569
13289,5,0,0,1,"14,000",17.213289030959903,78.58129944966556
19674,4,3,0,0,"16,000",17.393257775269028,78.23437491622852
11500,1,0,0,1,"14,000",17.37199680475987,78.66157911716246
13289,1,3,0,1,"14,000",17.213450968925002,78.63267388657111
13289,4,0,1,1,"11,000",17.26672020369963,78.33855862693433
13289,5,0,0,1,"22,000",17.49983911253572,78.53067497496228
11500,1,0,0,1,"14,000",17.29562705882613,78.68844997260238
11500,4,0,0,1,"22,000",17.202972762478392,78.65786504378475
22067,3,3,0,0,"11,000",17.54427304802188,78.65032798179115
19674,1,0,0,1,"30,000",17.201139917719967,78.63267869749505
19674,3,0,0,0,"11,000",17.237555837112854,78.53738119036774
11500,3,0,0,0,"14,000",17.364552558212697,78.40112925185727
13289,1,0,0,1,"14,000",17.56947854694394,78.3763694300679
11500,4,1,0,0,"14,000",17.38399229389478,78.43681795943164
13289,1,3,0,1,"11,000",17.345359855789237,78.58052793818796
11500,1,3,0,1,"16,000",17.376827043288795,78.53580572779667
13289,1,1,0,0,"16,000",17.306757226592595,78.40129405961852
13289,1,0,0,0,"30,000",17.56625999767769,78.63383486132969
22067,3,3,0,0,"22,000",17.564374546638046,78.24412083356995
24642,1,1,1,0,"14,000",17.31234292023801,78.60095468728345
13289,3,1,0,1,"30,000",17.2861884250849,78.21986813357294
19674,1,0,1,0,"16,000",17.248896840176307,78.56501563124705
11500,3,0,0,1,"14,000",17.321279721998078,78.23658180178987
13289,5,0,0,1,"11,000",17.487322419238488,78.57572005323837
22067,3,0,0,1,"30,000",17.328376751893977,78.5181771288479
13289,4,3,0,1,"14,000",17.340817265397227,78.51420477623716
11500,1,0,1,0,"16,000",17.39730319230654,78.3759047969431
19674,1,0,1,0,"16,000",17.30839645242645,78.39612547712842
22067,5,0,0,1,"11,000",17.566880871593874,78.38576269643954
19674,3,3,1,0,"16,000",17.5291886949974,78.62482263889228
19674,3,0,0,0,"11,000",17.35546422349226,78.67046614693673
22067,3,0,0,1,"30,000",17.222937185342545,78.42397381325645
19674,5,0,0,1,"11,000",17.43624449114953,78.65217301233483
13289,5,0,0,0,"16,000",17.529260991422856,78.65179747979073
13289,1,0,0,1,"30,000",17.356037333170917,78.45299860900413
11500,1,3,0,1,"16,000",17.460235142503226,78.64274255263376
22067,1,0,1,0,"16,000",17.341984421366647,78.26507773112318
19674,5,1,1,1,"11,000",17.48814718999901,78.2499823923744
22067,3,3,1,1,"22,000",17.475612105812516,78.28284549360495
13289,3,1,0,1,"16,000",17.46471522741231,78.65414275966579
19674,4,0,0,0,"11,000",17.449034530322393,78.42476716110134
24642,4,0,0,1,"11,000",17.350885007309074,78.67558769717921
22067,1,0,0,1,"11,000",17.21120835626874,78.54879064411213
22067,1,0,0,0,"16,000",17.27936435635867,78.31584087031895
22067,1,0,1,1,"16,000",17.38401775487281,78.67828170289974
13289,1,0,0,1,"16,000",17.549420454545746,78.61279873223098
19674,1,0,0,1,"22,000",17.496479611198016,78.50180807963618
13289,1,3,0,0,"22,000",17.30194927706787,78.37532694309074
11500,4,3,0,0,"11,000",17.502692448559422,78.45627463519592
19674,4,0,0,1,"14,000",17.409075637179125,78.22908880531797
22067,1,0,1,0,"16,000",17.22951272645606,78.44176568341663
11500,5,1,0,1,"11,000",17.29570395956761,78.4293221336018
24642,3,0,1,0,"11,000",17.480774347456624,78.5097114599847
19674,4,1,1,0,"14,000",17.225383788948935,78.37853434434048
11500,3,0,0,0,"16,000",17.495192831577167,78.33438638572133
22067,1,3,0,0,"16,000",17.585068280388686,78.43041197031462
24642,5,0,0,0,"16,000",17.45924708670647,78.62805739575667
19674,1,0,0,0,"30,000",17.516763308315905,78.38054455844548
24642,1,0,0,1,"11,000",17.248228756720398,78.49021303088945
22067,4,3,1,0,"11,000",17.299067133891562,78.55303916236068
24642,1,3,0,0,"30,000",17.409142890086265,78.60172774116047
22067,4,0,0,1,"16,000",17.39960190886743,78.67348741219787
11500,1,0,0,1,"14,000",17.429371485398573,78.37192659247258
13289,1,0,0,0,"16,000",17.592525657234905,78.25756182359079
19674,4,0,0,1,"14,000",17.480412032343292,78.68664060583747
24642,3,3,0,1,"11,000",17.3198695433823,78.51993820079763
24642,4,3,0,1,"30,000",17.449445775916804,78.272425078619
19674,4,0,1,1,"22,000",17.46893937993588,78.39829169266784
13289,4,0,0,1,"16,000",17.37473569754847,78.62991699108915
22067,1,3,0,1,"11,000",17.49433942359064,78.22732008303885
22067,5,3,0,1,"16,000",17.22538953636784,78.61966799855213
11500,4,0,0,0,"22,000",17.335085155152584,78.50087290765956
22067,1,1,0,0,"14,000",17.49583745110207,78.25300916035387
24642,4,0,1,1,"16,000",17.502704428583993,78.55647839220397
11500,5,0,0,0,"22,000",17.41307715453411,78.52425964028936
13289,5,0,1,1,"30,000",17.547122702528487,78.61575555958864
13289,1,1,0,1,"11,000",17.410016894010184,78.6196925784495
19674,4,1,0,1,"14,000",17.52206451667694,78.31729469563591
13289,4,0,0,1,"11,000",17.564506794792123,78.50937519646313
24642,4,0,1,1,"16,000",17.353761028491384,78.6825555395098
22067,1,0,0,0,"11,000",17.346231727184364,78.26287176286455
24642,1,0,0,0,"14,000",17.5261484097353,78.51170560667599
22067,4,0,0,1,"16,000",17.564927025154287,78.58737564948918
24642,4,0,0,1,"22,000",17.37641380784591,78.68384468727928
24642,5,0,0,1,"16,000",17.5736390130591,78.37418712193748
19674,1,3,0,0,"30,000",17.344625270192616,78.47533359060061
22067,3,0,0,0,"30,000",17.398892947771902,78.30895837694824
13289,5,3,0,1,"22,000",17.50051701617049,78.65086122368487
13289,1,0,1,0,"11,000",17.259294615465485,78.2418670429283
19674,4,3,0,0,"16,000",17.52713105978327,78.53071996434223
19674,5,0,1,1,"22,000",17.460272579205764,78.55141378496396
13289,1,1,0,1,"30,000",17.379908636389526,78.44400622702807
22067,4,0,0,1,"11,000",17.386343403601874,78.2738192191548
24642,1,3,0,1,"30,000",17.288879440193153,78.36812614101322
24642,1,1,0,1,"11,000",17.399965825708357,78.68011427246847
13289,4,0,0,0,"14,000",17.453076507212796,78.29545412133764
22067,1,0,0,1,"30,000",17.271389899958745,78.41966607289555
13289,4,0,1,0,"11,000",17.330757612637807,78.26190933412764
11500,4,0,0,1,"30,000",17.564354301948217,78.52556473989878
22067,4,0,0,0,"30,000",17.450342479177596,78.57032888358627
13289,5,3,0,1,"22,000",17.39621895271146,78.32115438105652
11500,5,3,0,0,"16,000",17.300680534690493,78.46863866168393
22067,3,0,1,0,"30,000",17.244105187439985,78.48974216651753
24642,5,0,0,0,"16,000",17.558375087354296,78.43507076632896
13289,1,1,0,1,"22,000",17.227427967753357,78.56867819109294
24642,1,0,1,0,"16,000",17.475582726128813,78.43344083572327
13289,4,3,1,1,"16,000",17.574618276703546,78.50702058017363
13289,3,1,0,1,"30,000",17.365578374677753,78.45767766829026
19674,3,3,0,0,"11,000",17.34762540987459,78.56763668189863
22067,4,0,0,1,"30,000",17.57239104694588,78.25961302263995
24642,4,0,0,1,"14,000",17.458515603694106,78.46556827367169
13289,4,0,0,1,"14,000",17.40602117016287,78.24057405706311
19674,1,3,0,0,"22,000",17.2794592797926,78.60729494760773
22067,1,1,1,1,"14,000",17.232970015932793,78.6686458373401
13289,3,0,0,0,"14,000",17.307925487434826,78.62458866424774
13289,5,0,0,0,"11,000",17.376591895697736,78.21737422444673
19674,1,0,0,1,"14,000",17.328224023355745,78.22417401239704
11500,1,1,1,1,"16,000",17.50019494575248,78.68038556252169
19674,3,0,0,1,"11,000",17.507567299537566,78.31128109392274
22067,4,0,0,0,"11,000",17.270312285162422,78.54747706936301
13289,1,3,0,1,"11,000",17.468815926854962,78.4521016945402
11500,3,0,0,1,"16,000",17.4466747546221,78.69030144109992
11500,5,3,0,1,"30,000",17.30605146152919,78.68790491537182
19674,1,3,0,1,"30,000",17.271724908180044,78.26758370146601
13289,5,1,0,0,"16,000",17.545866470502386,78.48853843422292
19674,1,3,0,0,"22,000",17.413056194999392,78.57487198574438
11500,5,0,1,1,"11,000",17.396542246687805,78.65779968541773
22067,4,0,0,1,"30,000",17.52232779548421,78.67699023892555
11500,4,0,0,1,"11,000",17.323863575225214,78.38302923999262
22067,4,3,0,1,"16,000",17.51145023088043,78.43694967851417
19674,1,0,0,0,"11,000",17.53863315651627,78.52014211703575
19674,4,0,0,0,"11,000",17.365149477027874,78.40222162732317
22067,4,1,0,0,"30,000",17.402148944666827,78.24196194011012
22067,3,0,0,1,"16,000",17.592022172909925,78.33449435502692
13289,1,0,0,1,"22,000",17.392281294533177,78.23331386248145
24642,3,3,0,0,"16,000",17.571392925452255,78.66844392253157
19674,1,0,0,1,"30,000",17.228044521045305,78.46541443818413
22067,5,0,0,1,"16,000",17.428825569447998,78.2948399672795
11500,3,0,0,1,"30,000",17.305022613711635,78.23341407456533
24642,1,0,0,1,"11,000",17.423764560618782,78.26859958226957
19674,3,0,0,0,"16,000",17.4381970017746,78.34316500278183
24642,3,0,1,1,"14,000",17.31243597867188,78.63572759439175
22067,4,1,0,1,"30,000",17.49314315669775,78.61747090376892
11500,1,1,0,0,"22,000",17.310663790847343,78.4249951376834
22067,1,0,1,1,"16,000",17.437346741738484,78.46093558535237
24642,4,0,0,0,"11,000",17.302957033928546,78.47495793874116
19674,4,1,0,1,"11,000",17.428023776116422,78.43844878811134
13289,5,3,0,1,"11,000",17.21607776990207,78.50736232411327
13289,5,0,0,1,"14,000",17.454234079487822,78.34172337538477
24642,4,0,0,1,"11,000",17.578757505598748,78.24475112564055
24642,5,0,0,1,"11,000",17.51406598267422,78.288314028904
24642,4,3,0,0,"16,000",17.42398256955835,78.25721802756928
22067,5,0,0,0,"30,000",17.50915209202394,78.64310367314678
19674,1,0,0,0,"30,000",17.569678199137925,78.56661792204582
22067,5,0,0,1,"30,000",17.213540242357773,78.41627656528568
22067,1,0,0,0,"30,000",17.592268670261927,78.37570006248502
11500,1,0,0,1,"30,000",17.27764757476259,78.3701868428802
24642,4,1,0,1,"14,000",17.25700550866832,78.5413416073941
19674,4,1,1,0,"30,000",17.45032586639195,78.29580647971528
19674,4,0,0,0,"22,000",17.5390236981885,78.22847689929159
11500,5,1,0,0,"14,000",17.474234378043203,78.6288876743988
13289,1,0,0,1,"16,000",17.403368954661854,78.45486324417458
24642,5,0,0,0,"22,000",17.240108319229208,78.38950704006801
22067,3,1,0,0,"16,000",17.405431756418636,78.40454235059192
22067,1,0,1,0,"16,000",17.231059578361712,78.62055802980178
24642,4,0,0,0,"22,000",17.428379157835845,78.4370408955881
24642,1,0,1,1,"14,000",17.333094254746754,78.2662702062212
24642,3,3,1,1,"11,000",17.54742509602305,78.22048351737944
11500,3,1,0,1,"11,000",17.485352220507213,78.69677966043643
22067,1,1,1,0,"14,000",17.3121809737761,78.34842122935726
24642,4,3,0,1,"16,000",17.56885403331176,78.62871963156599
13289,1,0,1,1,"22,000",17.455166149406697,78.37317866424056
24642,1,0,0,0,"30,000",17.534241495824197,78.54650021894722
13289,3,0,0,0,"11,000",17.21672148047269,78.65591820583464
22067,1,0,1,0,"30,000",17.582048300421665,78.23145335789994
22067,4,0,1,0,"22,000",17.453138806793962,78.24781595125982
24642,3,0,0,1,"14,000",17.202785842261562,78.58834720385822
22067,4,0,0,0,"30,000",17.26915551259791,78.64772333500494
13289,3,0,0,1,"30,000",17.305101348870398,78.40719686796844
24642,1,0,1,1,"14,000",17.500228651920605,78.54282845131736
19674,5,0,0,0,"30,000",17.24283476979125,78.42435894041644
11500,1,1,0,1,"16,000",17.30055257846792,78.69344538168615
22067,3,0,0,1,"30,000",17.279349507363698,78.53004724379959
13289,1,1,0,0,"22,000",17.25105745865387,78.45369255385862
22067,5,0,0,1,"22,000",17.247666685233458,78.5001863975783
13289,3,1,0,1,"14,000",17.216898710026065,78.2584947905681
13289,5,0,0,1,"22,000",17.38044817266745,78.49900942764076
13289,3,0,1,1,"16,000",17.249321862301944,78.56016125766567
22067,4,1,0,1,"16,000",17.36128628100588,78.58527360356786
11500,5,0,0,1,"11,000",17.543429630804482,78.51179264956771
19674,4,0,0,0,"22,000",17.26827155351211,78.27684185405522
13289,1,0,0,1,"11,000",17.57180593186964,78.35148033730043
24642,3,0,0,1,"16,000",17.224882927236003,78.5348772077129
13289,1,0,1,1,"30,000",17.557059702257142,78.65532042989241
22067,5,0,0,0,"11,000",17.348941033939592,78.2897467848667
22067,5,1,0,1,"22,000",17.354254015143177,78.35749519873617
13289,5,0,0,0,"14,000",17.461906140366512,78.66102251526182
13289,5,0,0,1,"22,000",17.26363357389422,78.34133974516583
13289,1,0,1,1,"14,000",17.568825825411775,78.65894479422252
24642,1,1,0,0,"11,000",17.23171810144349,78.51764782239187
24642,3,0,0,1,"16,000",17.266157760175076,78.42980683734879
19674,1,1,0,0,"14,000",17.308889556155055,78.36940547985817
24642,4,0,0,1,"14,000",17.31372426342103,78.66002597487156
11500,1,0,0,0,"14,000",17.530206573915336,78.45321633353107
19674,1,3,0,1,"16,000",17.50227156257661,78.61710438054753
13289,1,0,0,0,"16,000",17.380067953825066,78.62605788853641
11500,5,0,0,0,"30,000",17.449873351564396,78.46863878235088
13289,1,3,0,1,"11,000",17.41896987282151,78.48279558050197
19674,3,0,0,0,"16,000",17.55326500002727,78.30507525890326
19674,4,3,0,0,"30,000",17.261741112033015,78.45337041916143
11500,1,0,1,0,"11,000",17.367888417866475,78.66572273928044
13289,4,1,0,1,"14,000",17.34908213903117,78.47591148932756
19674,1,3,0,1,"30,000",17.51964372526213,78.64696790290702
19674,4,0,0,1,"22,000",17.233712422526807,78.46017151249319
19674,3,0,0,0,"16,000",17.472441911777793,78.37541361338091
13289,3,1,0,0,"22,000",17.471881203453943,78.46931378188066
13289,1,0,0,1,"30,000",17.588118187217844,78.44466740777338
22067,3,0,0,0,"22,000",17.292858154342333,78.30923782314767
19674,4,0,0,1,"22,000",17.292809919339025,78.55772448447789
22067,1,0,0,0,"11,000",17.303003361016795,78.52387485806261
24642,1,0,1,1,"16,000",17.58256084688379,78.42830192656858
13289,3,0,0,0,"11,000",17.371269275781543,78.35854497730199
24642,1,3,1,1,"14,000",17.361643831148,78.60709545658796
11500,4,3,0,1,"16,000",17.38347211079491,78.67899807340929
11500,1,0,0,1,"22,000",17.582779555132277,78.37269596120792
24642,4,3,0,1,"11,000",17.28272217674111,78.26076024566271
11500,3,0,0,1,"11,000",17.465475708212022,78.33161223640094
22067,1,3,0,1,"11,000",17.37324544027024,78.48979095011457
24642,4,0,0,0,"16,000",17.45556668587379,78.4792682170724
13289,4,0,0,0,"14,000",17.292608408836628,78.64688047018802
24642,1,3,0,0,"30,000",17.302314216793818,78.578574384831
22067,3,3,0,1,"30,000",17.325013236412865,78.4478976936003
19674,1,0,1,1,"16,000",17.525634381209848,78.62842433286113
13289,4,1,1,0,"22,000",17.488771024129232,78.35453244367241
24642,5,0,1,1,"14,000",17.277159485753106,78.58477753201095
19674,3,0,0,1,"22,000",17.547642726341902,78.21449585878946
19674,1,0,0,1,"22,000",17.531868809715334,78.50796942467161
24642,3,0,0,1,"22,000",17.4905990266219,78.37517711260514
22067,4,0,1,0,"14,000",17.35321550266769,78.32338451323832
11500,5,3,0,1,"30,000",17.25706750368149,78.52503131431578
19674,3,3,0,1,"22,000",17.432158222598517,78.56821663114579
19674,1,0,0,1,"22,000",17.266032279852535,78.69931239312753
24642,3,0,0,0,"30,000",17.2854781158618,78.64763427940976
22067,5,3,0,0,"14,000",17.380592647489802,78.23202498371955
22067,1,1,1,1,"22,000",17.561383566655522,78.27772201544852
13289,1,0,0,0,"30,000",17.54750823816658,78.43153642935631
19674,4,0,0,1,"11,000",17.357461271675636,78.376847427653
24642,3,0,1,1,"14,000",17.214143622006105,78.36076628387157
22067,1,0,0,1,"11,000",17.218320112429836,78.50043637321619
19674,1,0,0,1,"30,000",17.380709658613966,78.30876777380888
19674,5,0,0,0,"14,000",17.207385690405914,78.5084107631644
24642,4,0,1,1,"30,000",17.365420728424766,78.68676382714493
22067,1,0,0,1,"14,000",17.598665910514217,78.41235842338438
11500,5,3,0,0,"30,000",17.365489265018702,78.32775711809532
11500,1,0,0,0,"11,000",17.57783079808178,78.26743703993917
24642,5,3,0,0,"11,000",17.58311131356992,78.6173922809095
24642,3,3,0,0,"14,000",17.339643902753547,78.364757006419
22067,1,0,1,1,"30,000",17.48064338389837,78.6633455957836
19674,1,0,0,1,"30,000",17.482936649050863,78.55384772140663
19674,5,0,0,0,"11,000",17.415989383389828,78.55447478367749
11500,4,0,0,0,"14,000",17.570780666033286,78.54452932056353
22067,1,0,1,0,"22,000",17.264444410806234,78.2438955870894
22067,1,0,0,1,"11,000",17.365379324045787,78.40937385720271
13289,3,3,0,0,"14,000",17.460611324244177,78.65830912186306
24642,1,0,1,1,"14,000",17.348478823504973,78.46495355261779
13289,4,0,0,0,"16,000",17.59750092530785,78.66649175462553
24642,1,3,0,1,"11,000",17.204541899854433,78.20374074048382
22067,3,0,0,0,"11,000",17.48301512510368,78.4049859571098
11500,1,1,0,0,"11,000",17.275796312843294,78.37743365248468
24642,4,0,1,1,"22,000",17.289697965233277,78.28532966627886
11500,4,1,0,1,"30,000",17.25556118043844,78.40320811188955
19674,1,0,0,0,"30,000",17.49235354262514,78.52388796781464
11500,1,1,0,1,"14,000",17.456418269898535,78.25661203747215
19674,1,0,0,1,"16,000",17.479138235431822,78.66652521945944
22067,1,3,0,1,"22,000",17.440930039541925,78.65119604320294
13289,1,0,0,1,"11,000",17.37709750985462,78.6844563100236
22067,5,0,0,1,"14,000",17.5131775025761,78.52434671582436
13289,1,3,0,0,"22,000",17.531838937220588,78.38390720575848
24642,5,1,0,1,"11,000",17.395206801585704,78.33460052255718
11500,1,0,1,0,"16,000",17.358667125269676,78.26727433168962
24642,5,1,0,0,"22,000",17.466034249288445,78.69325943018897
11500,1,0,0,1,"22,000",17.410873325578088,78.49915202690075
13289,1,3,0,1,"30,000",17.357050544078234,78.3027180602511
11500,1,0,0,0,"16,000",17.219893957852847,78.24298504097897
11500,3,1,1,0,"14,000",17.212619854792308,78.26132233552038
24642,3,0,0,1,"22,000",17.34620014209015,78.40640598525334
19674,3,3,0,0,"22,000",17.347162111457457,78.27006724107633
24642,1,0,0,1,"22,000",17.490315136819337,78.69273450884835
22067,1,3,0,0,"11,000",17.306850044930986,78.61758041640384
19674,3,3,0,0,"14,000",17.20919024633413,78.50228980797574
11500,3,0,1,0,"22,000",17.324067029816632,78.26033819640048
22067,3,0,0,0,"22,000",17.425025176386743,78.24281229981179
24642,1,0,0,1,"22,000",17.46872106770011,78.53489316336521
19674,4,0,0,1,"30,000",17.465665452959797,78.36081688245811
13289,1,1,0,1,"30,000",17.363900331657298,78.33423069848635
11500,5,1,0,0,"14,000",17.410277473201315,78.24636832244683
24642,4,0,0,1,"11,000",17.429724463758635,78.31597770916633
13289,1,1,0,1,"14,000",17.506866549208006,78.3538449686093
13289,1,0,0,1,"16,000",17.271303471715928,78.60680115352692
13289,4,1,0,1,"22,000",17.22346088970766,78.23889298080321
19674,4,0,0,0,"14,000",17.482859543569035,78.33473818791896
13289,4,0,0,1,"22,000",17.243187273997055,78.63359786942227
24642,5,0,0,0,"16,000",17.232009193301838,78.63970491663586
22067,5,3,1,1,"16,000",17.325044259919352,78.33235794882103
19674,5,0,0,0,"11,000",17.239569491901985,78.54953657705713
11500,3,0,0,0,"30,000",17.553156172629368,78.65343194493677
24642,1,0,1,0,"16,000",17.45168272946612,78.48677583420282
24642,5,0,1,0,"16,000",17.41066629141714,78.68574449879472
22067,5,0,0,0,"16,000",17.210309745144627,78.5858989396613
19674,1,1,0,0,"22,000",17.305544649543183,78.2967032290359
11500,1,0,0,0,"30,000",17.303589346987753,78.65856438662168
19674,4,0,1,0,"22,000",17.496493186948065,78.3407483541547
13289,1,3,0,1,"16,000",17.553916713010487,78.58335288605416
19674,1,0,0,0,"30,000",17.303794739124616,78.39731870442195
22067,1,0,0,1,"11,000",17.386801506595955,78.55712525837686
11500,1,3,0,1,"16,000",17.59205991305302,78.68416577801791
24642,5,0,1,1,"22,000",17.505175756203876,78.50729272842571
11500,1,0,0,0,"11,000",17.242837767363103,78.26739108503001
24642,1,1,0,1,"16,000",17.37531906374412,78.32063303542115
11500,1,0,1,1,"11,000",17.250769787202735,78.36793238405485
13289,1,0,0,0,"22,000",17.27867877088284,78.20073131869398
11500,5,1,0,1,"14,000",17.220723624102316,78.29764693489798
13289,5,3,1,0,"11,000",17.50192897531126,78.54647282198835
19674,1,0,1,1,"14,000",17.45947306271754,78.45268189703948
24642,5,1,0,1,"30,000",17.3684476329743,78.24264199225749
24642,1,0,0,1,"30,000",17.57931027221098,78.32996843428631
13289,1,3,0,1,"22,000",17.247665503628635,78.60181969728455
13289,3,0,0,1,"14,000",17.233173826835586,78.27606715022603
22067,1,0,0,0,"14,000",17.57855258541725,78.41617864013318
11500,4,0,1,1,"16,000",17.594672403509815,78.61031368561821
24642,1,1,0,0,"11,000",17.309829623512403,78.44130031041333
